computed: ['13.45', '86.55', '0.00']
sphere: ['15.77', '0.08', '84.15']
wired: ['96.71', '0.15', '3.14']
delays: ['0.00', '73.98', '26.02']
book: ['100.00', '0.00', '0.00']
wilderness: ['0.16', '1.56', '98.28']
technique: ['4.65', '94.69', '0.66']
choosing: ['99.77', '0.20', '0.03']
buttons: ['0.43', '0.01', '99.57']
downloaded: ['99.59', '0.05', '0.36']
tion: ['0.19', '56.50', '43.32']
jazz: ['72.66', '25.03', '2.31']
modern: ['99.78', '0.04', '0.19']
laptops: ['99.37', '0.01', '0.62']
stops: ['0.19', '0.00', '99.81']
warrior: ['6.53', '58.78', '34.69']
boats: ['98.07', '0.00', '1.93']
demand: ['98.15', '0.10', '1.75']
nodes: ['0.18', '0.03', '99.79']
buy: ['100.00', '0.00', '0.00']
finite: ['93.00', '6.96', '0.04']
fun: ['99.98', '0.01', '0.00']
activists: ['62.85', '2.83', '34.32']
conflict: ['5.32', '36.39', '58.29']
limousines: ['93.78', '0.28', '5.94']
thou: ['15.34', '84.41', '0.25']
historic: ['16.70', '14.85', '68.45']
ass: ['0.84', '98.53', '0.64']
criminal: ['5.04', '94.90', '0.07']
lenders: ['99.29', '0.01', '0.71']
guided: ['100.00', '0.00', '0.00']
liberty: ['0.47', '98.82', '0.71']
years: ['0.00', '0.00', '100.00']
likes: ['4.11', '61.56', '34.33']
same: ['0.28', '99.68', '0.04']
urgent: ['99.69', '0.27', '0.04']
camera: ['1.92', '31.74', '66.34']
insight: ['48.98', '50.08', '0.94']
denmark: ['4.80', '73.55', '21.65']
speeds: ['0.16', '3.92', '95.91']
investor: ['87.32', '0.09', '12.59']
mil: ['20.49', '0.00', '79.51']
period: ['0.58', '28.82', '70.61']
unauthorized: ['16.52', '81.45', '2.04']
evaluate: ['2.48', '97.52', '0.00']
bhutan: ['9.78', '31.07', '59.16']
burden: ['1.93', '3.93', '94.13']
dynamics: ['0.92', '88.88', '10.20']
publications: ['5.80', '91.64', '2.57']
freedom: ['14.05', '68.20', '17.75']
concerts: ['73.58', '17.20', '9.22']
skip: ['99.57', '0.09', '0.34']
lets: ['0.00', '0.00', '100.00']
conservative: ['1.61', '98.36', '0.04']
hypothetical: ['1.60', '98.39', '0.00']
alive: ['91.09', '8.86', '0.05']
collective: ['100.00', '0.00', '0.00']
instructions: ['0.36', '85.85', '13.80']
christians: ['98.14', '0.27', '1.59']
educated: ['0.01', '99.68', '0.31']
ice: ['17.31', '74.96', '7.73']
zum: ['0.03', '10.43', '89.54']
brown: ['14.10', '85.64', '0.27']
studio: ['98.26', '0.03', '1.71']
assume: ['81.07', '18.72', '0.21']
golden: ['17.97', '5.89', '76.14']
protocols: ['0.07', '17.94', '81.99']
woods: ['0.00', '11.08', '88.91']
monitor: ['59.10', '8.16', '32.74']
organisms: ['23.55', '75.67', '0.78']
cholesterol: ['7.68', '65.70', '26.62']
combine: ['99.99', '0.00', '0.01']
publishing: ['99.57', '0.27', '0.16']
ethernet: ['83.43', '1.12', '15.45']
creek: ['0.00', '3.08', '96.92']
integration: ['0.37', '40.63', '59.00']
critical: ['1.48', '98.47', '0.05']
sugar: ['0.29', '98.06', '1.65']
valentine: ['64.59', '11.03', '24.37']
recommend: ['1.91', '88.63', '9.46']
capabilities: ['1.14', '85.83', '13.03']
edited: ['100.00', '0.00', '0.00']
inns: ['0.00', '99.60', '0.40']
low: ['99.88', '0.12', '0.00']
lemon: ['3.17', '95.42', '1.40']
culture: ['3.02', '86.95', '10.03']
military: ['0.00', '95.43', '4.57']
forgotten: ['99.83', '0.14', '0.03']
degree: ['0.07', '31.98', '67.95']
clips: ['44.96', '54.48', '0.57']
measured: ['1.56', '98.44', '0.00']
baby: ['0.08', '16.16', '83.77']
irc: ['0.02', '0.88', '99.10']
northwest: ['80.82', '0.23', '18.95']
adjustments: ['0.07', '97.68', '2.25']
disappointed: ['32.47', '65.99', '1.54']
attached: ['97.77', '0.38', '1.85']
do: ['97.02', '2.81', '0.17']
pants: ['1.07', '0.77', '98.17']
pine: ['0.00', '91.97', '8.03']
script: ['0.64', '1.87', '97.48']
bound: ['99.88', '0.05', '0.08']
vehicles: ['61.64', '38.33', '0.02']
asset: ['43.42', '56.48', '0.10']
implement: ['0.19', '97.36', '2.45']
enters: ['0.00', '0.00', '100.00']
assets: ['37.81', '62.06', '0.13']
showtimes: ['95.11', '0.43', '4.46']
seeking: ['0.08', '94.07', '5.85']
princess: ['0.24', '96.03', '3.73']
instance: ['4.85', '80.50', '14.65']
toolbar: ['41.22', '45.26', '13.52']
cutting: ['0.61', '87.31', '12.08']
ship: ['99.22', '0.41', '0.36']
group: ['99.98', '0.01', '0.01']
sharp: ['99.96', '0.01', '0.03']
tire: ['0.00', '100.00', '0.00']
brother: ['0.14', '99.85', '0.01']
deaths: ['99.19', '0.62', '0.19']
snake: ['4.94', '41.48', '53.58']
scenes: ['0.08', '4.24', '95.68']
horny: ['69.74', '13.62', '16.64']
factory: ['78.67', '17.25', '4.09']
makers: ['99.75', '0.00', '0.24']
bottle: ['0.06', '0.01', '99.93']
raised: ['68.83', '31.17', '0.00']
several: ['19.45', '80.55', '0.00']
best: ['100.00', '0.00', '0.00']
switched: ['97.53', '0.12', '2.34']
sailing: ['98.67', '0.12', '1.20']
hacker: ['7.80', '0.00', '92.20']
prisoners: ['8.95', '70.98', '20.07']
brief: ['32.06', '67.94', '0.01']
advice: ['10.89', '89.10', '0.00']
visits: ['0.00', '1.52', '98.48']
router: ['30.71', '20.24', '49.05']
holidays: ['17.75', '0.07', '82.18']
discounted: ['99.70', '0.27', '0.03']
durable: ['99.82', '0.00', '0.18']
advantage: ['2.91', '0.37', '96.72']
toys: ['99.21', '0.63', '0.16']
aquarium: ['99.95', '0.05', '0.00']
wars: ['46.16', '5.46', '48.38']
metres: ['0.01', '0.00', '99.99']
traffic: ['2.22', '97.66', '0.12']
dosage: ['0.00', '67.97', '32.03']
donate: ['96.69', '3.18', '0.13']
savings: ['92.99', '2.64', '4.38']
chain: ['97.46', '0.01', '2.53']
annie: ['0.12', '1.05', '98.83']
competitors: ['84.89', '6.60', '8.51']
blank: ['0.32', '2.41', '97.27']
independence: ['3.75', '94.75', '1.49']
collection: ['100.00', '0.00', '0.00']
shopping: ['93.20', '0.01', '6.79']
graphical: ['12.67', '85.99', '1.34']
directed: ['99.99', '0.00', '0.00']
cardiac: ['91.06', '6.71', '2.23']
redeem: ['15.11', '0.09', '84.80']
recommendations: ['5.59', '92.06', '2.35']
miles: ['3.90', '0.00', '96.10']
wallace: ['30.71', '23.25', '46.04']
explaining: ['5.33', '89.78', '4.88']
oriental: ['99.97', '0.02', '0.01']
apnic: ['19.07', '33.67', '47.25']
rated: ['71.37', '10.42', '18.21']
combined: ['99.98', '0.01', '0.02']
detective: ['45.59', '48.95', '5.46']
waiting: ['6.98', '88.68', '4.34']
analyze: ['29.36', '70.63', '0.02']
disposition: ['0.65', '99.01', '0.33']
km: ['0.00', '0.00', '100.00']
cumulative: ['25.20', '74.72', '0.08']
intelligent: ['3.56', '96.42', '0.02']
freelance: ['82.04', '14.10', '3.87']
structure: ['1.41', '97.50', '1.08']
joke: ['0.14', '99.75', '0.11']
ascii: ['1.96', '15.26', '82.78']
became: ['99.56', '0.00', '0.44']
sleep: ['0.07', '79.36', '20.57']
adults: ['12.02', '3.18', '84.81']
ones: ['0.07', '99.93', '0.00']
protecting: ['91.23', '7.60', '1.18']
people: ['3.26', '11.19', '85.55']
validity: ['0.48', '98.96', '0.56']
assumption: ['7.44', '92.21', '0.36']
roster: ['3.62', '0.06', '96.31']
motherboard: ['0.44', '99.29', '0.27']
monitors: ['68.42', '10.79', '20.80']
hand: ['95.07', '2.00', '2.93']
visa: ['0.00', '99.98', '0.02']
performer: ['29.77', '26.44', '43.79']
bankruptcy: ['56.54', '35.67', '7.79']
older: ['0.41', '99.49', '0.10']
increasing: ['96.23', '3.74', '0.03']
petroleum: ['43.00', '43.23', '13.76']
income: ['0.60', '99.19', '0.21']
interface: ['0.09', '11.04', '88.87']
itunes: ['99.50', '0.41', '0.09']
column: ['80.36', '19.56', '0.08']
proceeds: ['58.21', '37.42', '4.36']
featuring: ['96.85', '0.00', '3.15']
qualities: ['0.66', '90.25', '9.08']
switch: ['88.73', '1.57', '9.69']
dust: ['14.18', '85.78', '0.04']
accreditation: ['26.44', '22.63', '50.93']
nil: ['99.93', '0.07', '0.00']
walking: ['1.92', '20.44', '77.64']
infections: ['0.00', '9.62', '90.38']
criteria: ['0.01', '99.97', '0.02']
terrain: ['0.00', '35.27', '64.73']
wire: ['5.18', '32.86', '61.96']
pain: ['0.00', '85.16', '14.84']
fantastic: ['99.98', '0.01', '0.02']
persistent: ['95.98', '3.76', '0.26']
linked: ['100.00', '0.00', '0.00']
faculty: ['99.84', '0.02', '0.14']
heater: ['98.40', '1.60', '0.00']
apartments: ['40.79', '1.21', '58.00']
skins: ['89.89', '7.63', '2.47']
directors: ['98.27', '0.32', '1.41']
swing: ['0.08', '16.10', '83.82']
empirical: ['5.72', '94.27', '0.01']
terrorist: ['28.41', '8.83', '62.76']
elections: ['0.02', '4.30', '95.67']
reject: ['25.77', '53.41', '20.82']
damage: ['6.73', '92.36', '0.90']
regards: ['99.98', '0.02', '0.00']
cluster: ['92.94', '0.88', '6.18']
festival: ['71.99', '0.86', '27.15']
logged: ['63.48', '9.98', '26.54']
orbit: ['0.00', '99.56', '0.44']
chemicals: ['26.24', '73.63', '0.14']
proportion: ['13.52', '85.75', '0.73']
bargain: ['99.98', '0.00', '0.02']
practice: ['2.71', '96.99', '0.30']
payment: ['0.01', '2.39', '97.60']
refrigerator: ['87.75', '11.45', '0.80']
targeted: ['97.19', '1.34', '1.47']
apple: ['0.01', '15.83', '84.16']
autumn: ['76.21', '8.58', '15.21']
benefit: ['29.09', '31.42', '39.49']
sticker: ['74.36', '25.42', '0.22']
pros: ['73.72', '26.19', '0.09']
compiler: ['99.96', '0.04', '0.00']
aimed: ['0.01', '96.26', '3.74']
educators: ['69.88', '2.67', '27.45']
optimize: ['87.68', '12.30', '0.02']
sky: ['0.00', '0.12', '99.88']
owned: ['99.42', '0.01', '0.57']
trainer: ['0.95', '95.73', '3.31']
full: ['99.21', '0.63', '0.17']
teaching: ['60.08', '27.38', '12.54']
playstation: ['0.44', '0.93', '98.64']
surround: ['91.39', '0.69', '7.92']
filtering: ['59.72', '36.28', '4.00']
sail: ['62.65', '1.05', '36.30']
metals: ['93.25', '6.73', '0.02']
disaster: ['1.50', '78.36', '20.13']
discussed: ['85.54', '14.44', '0.02']
auditor: ['0.79', '99.19', '0.02']
dive: ['94.37', '1.28', '4.34']
difference: ['0.51', '99.39', '0.10']
tricks: ['81.48', '10.11', '8.42']
bizarre: ['94.26', '5.73', '0.01']
decisions: ['0.79', '86.89', '12.32']
meal: ['0.01', '14.40', '85.59']
impact: ['82.72', '0.27', '17.01']
digest: ['78.71', '2.07', '19.22']
seemed: ['97.87', '2.04', '0.09']
different: ['5.34', '94.65', '0.00']
compete: ['8.78', '78.91', '12.31']
cigarette: ['1.65', '94.32', '4.03']
span: ['79.66', '20.02', '0.32']
cheque: ['88.02', '0.53', '11.45']
scroll: ['2.97', '15.36', '81.67']
working: ['0.02', '26.11', '73.87']
particular: ['87.12', '12.66', '0.21']
drag: ['95.89', '2.76', '1.35']
secret: ['87.32', '8.75', '3.93']
judges: ['65.10', '34.88', '0.02']
dated: ['99.85', '0.15', '0.00']
term: ['4.59', '95.27', '0.14']
precision: ['0.62', '99.30', '0.08']
magazine: ['80.91', '19.08', '0.01']
info: ['0.00', '100.00', '0.00']
sale: ['88.86', '11.02', '0.12']
rage: ['1.65', '86.38', '11.97']
pursuit: ['93.20', '6.30', '0.49']
waters: ['0.07', '0.00', '99.93']
reproduce: ['99.70', '0.22', '0.08']
bracelets: ['4.52', '0.14', '95.35']
sees: ['0.00', '0.00', '100.00']
confidential: ['86.26', '9.19', '4.55']
citizenship: ['0.22', '73.64', '26.14']
upgrade: ['99.45', '0.09', '0.46']
levy: ['0.00', '100.00', '0.00']
authority: ['50.96', '48.08', '0.96']
gays: ['0.00', '99.37', '0.63']
grants: ['5.44', '0.23', '94.33']
caring: ['0.21', '99.12', '0.67']
extensive: ['98.78', '1.22', '0.00']
commodity: ['82.35', '15.83', '1.82']
representatives: ['48.03', '14.67', '37.30']
designed: ['97.36', '1.52', '1.12']
ensemble: ['99.72', '0.00', '0.28']
broadcast: ['0.19', '99.07', '0.73']
choice: ['99.49', '0.03', '0.48']
enhancing: ['99.71', '0.28', '0.01']
wifi: ['0.19', '98.54', '1.27']
prospective: ['2.18', '93.52', '4.31']
options: ['5.11', '36.23', '58.67']
atmosphere: ['8.19', '6.62', '85.19']
caps: ['0.52', '0.11', '99.37']
dressing: ['0.39', '93.40', '6.20']
marked: ['96.86', '0.00', '3.13']
mile: ['83.95', '0.35', '15.70']
kilometers: ['9.70', '0.04', '90.26']
gps: ['0.92', '3.00', '96.08']
insulin: ['0.72', '96.90', '2.38']
memories: ['1.45', '82.01', '16.54']
promise: ['84.20', '10.73', '5.07']
alternative: ['88.81', '11.12', '0.07']
silent: ['99.99', '0.00', '0.01']
breeding: ['7.15', '79.68', '13.17']
books: ['99.96', '0.03', '0.01']
jewel: ['24.57', '0.14', '75.29']
bargains: ['99.98', '0.00', '0.02']
logical: ['88.59', '11.35', '0.06']
supervisor: ['85.07', '0.54', '14.38']
growth: ['0.14', '2.89', '96.97']
ends: ['0.01', '0.11', '99.88']
giants: ['45.58', '0.58', '53.85']
remedies: ['61.70', '38.21', '0.09']
fin: ['100.00', '0.00', '0.00']
inkjet: ['85.60', '0.16', '14.24']
modified: ['97.88', '2.03', '0.09']
phrases: ['99.89', '0.03', '0.08']
fingers: ['37.70', '0.07', '62.23']
mx: ['0.45', '0.40', '99.15']
plenty: ['99.67', '0.33', '0.00']
progressive: ['94.74', '3.97', '1.29']
boss: ['51.77', '1.76', '46.47']
tech: ['11.00', '4.82', '84.18']
hardware: ['0.44', '99.29', '0.27']
drawing: ['1.05', '98.65', '0.30']
erotic: ['99.97', '0.03', '0.01']
techniques: ['0.06', '99.77', '0.17']
passes: ['0.00', '0.20', '99.80']
bean: ['0.07', '92.98', '6.95']
sitting: ['0.00', '93.57', '6.43']
waves: ['0.19', '0.00', '99.81']
randy: ['0.23', '1.06', '98.71']
streams: ['0.41', '1.62', '97.97']
ordinance: ['0.19', '99.81', '0.00']
briefs: ['32.06', '67.94', '0.01']
commodities: ['71.32', '26.77', '1.91']
physicians: ['52.51', '22.57', '24.92']
want: ['0.11', '99.76', '0.13']
jokes: ['0.72', '87.29', '11.99']
mess: ['1.12', '98.55', '0.32']
preliminary: ['12.01', '87.96', '0.03']
catalogue: ['100.00', '0.00', '0.00']
restrict: ['0.31', '99.65', '0.04']
ingredients: ['16.71', '58.27', '25.03']
site: ['97.67', '2.33', '0.00']
thing: ['2.11', '97.89', '0.00']
teacher: ['9.23', '17.90', '72.87']
produced: ['100.00', '0.00', '0.00']
labeled: ['99.99', '0.00', '0.01']
norm: ['0.00', '18.99', '81.01']
strong: ['99.91', '0.08', '0.00']
primary: ['97.37', '0.64', '1.99']
optional: ['15.78', '83.45', '0.77']
zoom: ['7.06', '4.53', '88.42']
fee: ['0.00', '100.00', '0.00']
elephant: ['31.04', '40.21', '28.75']
assumes: ['48.10', '37.86', '14.04']
construction: ['2.00', '76.51', '21.49']
bookings: ['52.12', '0.02', '47.85']
barnes: ['0.00', '72.26', '27.74']
template: ['47.62', '38.42', '13.96']
meetings: ['10.41', '79.95', '9.64']
diverse: ['79.60', '20.37', '0.03']
overview: ['99.10', '0.88', '0.02']
repeated: ['98.91', '0.26', '0.83']
ampland: ['19.07', '33.67', '47.25']
need: ['0.17', '99.31', '0.52']
mission: ['28.29', '53.34', '18.37']
accomplished: ['99.98', '0.01', '0.01']
led: ['100.00', '0.00', '0.00']
offices: ['96.84', '0.15', '3.01']
discussions: ['19.24', '79.07', '1.69']
race: ['0.07', '99.90', '0.03']
planets: ['1.25', '97.70', '1.05']
obtain: ['98.49', '1.39', '0.12']
commissions: ['47.43', '51.58', '1.00']
integrating: ['69.34', '25.53', '5.12']
refers: ['99.96', '0.00', '0.04']
defeat: ['0.03', '0.33', '99.64']
pair: ['99.90', '0.05', '0.05']
reproduction: ['57.95', '19.64', '22.41']
ride: ['0.01', '98.86', '1.12']
cape: ['3.06', '3.55', '93.40']
finances: ['25.46', '40.21', '34.33']
red: ['13.59', '59.23', '27.17']
updating: ['80.91', '19.01', '0.08']
wearing: ['0.00', '3.61', '96.39']
radio: ['0.00', '99.99', '0.01']
recognised: ['76.25', '0.10', '23.65']
cabin: ['0.01', '0.36', '99.63']
riders: ['4.89', '2.37', '92.73']
consisting: ['98.42', '1.00', '0.58']
remedy: ['97.35', '2.65', '0.00']
rwanda: ['0.19', '59.32', '40.49']
response: ['99.71', '0.08', '0.22']
tunes: ['99.50', '0.41', '0.09']
offered: ['75.76', '8.60', '15.65']
socks: ['32.68', '0.04', '67.28']
classification: ['41.72', '54.92', '3.35']
madonna: ['0.64', '94.74', '4.63']
signing: ['0.19', '0.67', '99.15']
threats: ['0.01', '0.19', '99.79']
moves: ['0.73', '0.08', '99.19']
isolation: ['0.03', '54.80', '45.17']
lot: ['0.00', '100.00', '0.00']
total: ['28.88', '71.12', '0.00']
phentermine: ['1.53', '88.46', '10.01']
reconstruction: ['11.61', '63.10', '25.29']
constitutional: ['0.05', '99.90', '0.05']
seasonal: ['93.49', '0.09', '6.42']
regard: ['91.95', '8.04', '0.01']
suite: ['99.49', '0.00', '0.51']
consumers: ['99.91', '0.01', '0.09']
sing: ['53.60', '41.09', '5.31']
needed: ['0.00', '99.99', '0.01']
focuses: ['99.97', '0.03', '0.00']
puts: ['5.30', '2.87', '91.83']
myrtle: ['0.00', '81.69', '18.31']
outlined: ['98.29', '0.24', '1.46']
committed: ['98.93', '0.72', '0.35']
speech: ['0.00', '100.00', '0.00']
unsubscribe: ['99.71', '0.24', '0.05']
roulette: ['96.67', '1.29', '2.04']
met: ['0.00', '100.00', '0.00']
fireplace: ['2.32', '51.74', '45.95']
aid: ['0.00', '99.09', '0.91']
abuse: ['0.00', '99.72', '0.27']
return: ['98.29', '0.51', '1.20']
shemale: ['99.08', '0.53', '0.39']
viewed: ['98.88', '0.89', '0.23']
conversation: ['34.77', '25.30', '39.93']
proc: ['0.00', '99.64', '0.36']
structured: ['98.85', '0.64', '0.51']
precipitation: ['0.03', '98.90', '1.07']
materials: ['0.07', '99.78', '0.15']
artwork: ['12.50', '86.85', '0.65']
suppliers: ['99.93', '0.00', '0.07']
perfect: ['91.44', '0.01', '8.55']
announcements: ['15.51', '51.02', '33.48']
palm: ['0.00', '6.48', '93.51']
pursuant: ['97.39', '2.42', '0.19']
rebound: ['48.55', '0.42', '51.04']
comprehensive: ['99.14', '0.86', '0.01']
biographies: ['17.18', '82.23', '0.59']
stylish: ['99.95', '0.00', '0.05']
wallet: ['5.37', '0.01', '94.63']
player: ['0.00', '0.00', '100.00']
gold: ['0.94', '1.07', '98.00']
currency: ['0.71', '98.98', '0.31']
allows: ['0.00', '0.07', '99.93']
dip: ['93.24', '0.46', '6.30']
exemption: ['0.19', '98.93', '0.88']
reported: ['83.72', '14.45', '1.83']
focus: ['100.00', '0.00', '0.00']
ons: ['67.41', '20.91', '11.68']
boys: ['5.15', '2.73', '92.12']
colour: ['0.08', '27.44', '72.48']
operations: ['0.01', '12.04', '87.95']
confirmed: ['99.65', '0.16', '0.19']
wires: ['32.76', '2.78', '64.46']
pensions: ['0.02', '99.72', '0.26']
collect: ['100.00', '0.00', '0.00']
preventing: ['2.72', '5.76', '91.53']
enemies: ['7.17', '50.50', '42.32']
tremendous: ['96.55', '3.21', '0.24']
presence: ['91.05', '1.38', '7.57']
colleague: ['8.16', '85.98', '5.86']
dial: ['2.39', '0.00', '97.61']
constraint: ['0.55', '97.92', '1.53']
steal: ['95.59', '0.50', '3.91']
delivers: ['97.93', '0.00', '2.06']
disk: ['0.20', '37.37', '62.43']
handjobs: ['73.81', '0.89', '25.30']
titles: ['99.69', '0.00', '0.31']
non: ['94.25', '3.71', '2.03']
fortune: ['80.90', '18.85', '0.25']
ballot: ['0.00', '82.30', '17.70']
expert: ['99.33', '0.61', '0.06']
concentrations: ['0.62', '71.58', '27.80']
blanket: ['0.24', '60.99', '38.78']
snowboard: ['0.00', '0.00', '100.00']
era: ['14.12', '0.03', '85.85']
hints: ['73.35', '6.64', '20.01']
graduates: ['79.53', '0.05', '20.42']
press: ['0.01', '99.94', '0.05']
clusters: ['76.29', '0.32', '23.38']
postcards: ['88.92', '10.85', '0.23']
neck: ['86.98', '0.25', '12.77']
respondents: ['84.13', '15.55', '0.31']
determination: ['0.86', '98.67', '0.47']
elected: ['16.59', '15.28', '68.13']
patterns: ['17.93', '50.25', '31.82']
kings: ['82.30', '17.23', '0.47']
fabric: ['3.43', '6.52', '90.05']
frog: ['1.16', '90.73', '8.11']
advocate: ['18.02', '1.62', '80.36']
papua: ['1.81', '48.49', '49.70']
toe: ['99.99', '0.00', '0.01']
adjacent: ['20.42', '6.36', '73.21']
uv: ['96.74', '0.00', '3.26']
realized: ['7.61', '92.37', '0.02']
atomic: ['84.79', '12.02', '3.18']
owns: ['0.34', '0.01', '99.65']
enquiries: ['54.39', '1.33', '44.28']
install: ['70.86', '25.31', '3.83']
deferred: ['48.12', '9.80', '42.08']
specifies: ['3.13', '96.85', '0.02']
certified: ['99.99', '0.00', '0.01']
memorabilia: ['6.62', '92.80', '0.58']
watch: ['99.34', '0.35', '0.31']
interracial: ['14.44', '70.74', '14.82']
variation: ['0.01', '99.98', '0.02']
discovery: ['99.49', '0.38', '0.13']
saver: ['99.95', '0.05', '0.00']
loss: ['0.00', '99.96', '0.04']
loved: ['29.70', '70.28', '0.02']
trips: ['0.02', '0.00', '99.98']
rehab: ['0.92', '65.49', '33.58']
champion: ['0.00', '0.02', '99.98']
laboratory: ['75.42', '23.38', '1.20']
extension: ['7.74', '31.50', '60.75']
strengths: ['33.07', '38.57', '28.35']
license: ['42.12', '3.65', '54.23']
coupled: ['99.94', '0.06', '0.00']
developing: ['76.74', '17.18', '6.08']
negotiation: ['0.32', '1.35', '98.33']
option: ['69.56', '7.57', '22.87']
postal: ['27.92', '11.40', '60.68']
frame: ['0.01', '8.95', '91.04']
inclusion: ['37.68', '59.50', '2.82']
expired: ['15.37', '44.05', '40.58']
binary: ['98.02', '1.47', '0.51']
reveal: ['86.80', '10.19', '3.01']
agreement: ['22.83', '46.82', '30.35']
silence: ['3.49', '86.74', '9.77']
specific: ['5.40', '94.60', '0.00']
cost: ['19.06', '80.94', '0.00']
commons: ['5.74', '94.26', '0.00']
engage: ['10.09', '3.98', '85.94']
divine: ['66.12', '27.71', '6.17']
regression: ['0.01', '99.90', '0.09']
steel: ['76.29', '2.68', '21.03']
associates: ['97.42', '1.09', '1.49']
discount: ['45.09', '5.17', '49.73']
floor: ['0.20', '90.77', '9.02']
operational: ['0.26', '93.19', '6.54']
slight: ['0.34', '99.66', '0.00']
state: ['0.00', '99.68', '0.32']
pst: ['0.00', '99.96', '0.04']
websites: ['97.52', '1.88', '0.60']
preceding: ['85.80', '1.81', '12.39']
wrong: ['70.48', '29.51', '0.01']
lists: ['99.97', '0.01', '0.02']
few: ['0.00', '100.00', '0.00']
telephone: ['96.01', '0.14', '3.84']
cod: ['100.00', '0.00', '0.00']
salon: ['55.28', '41.23', '3.49']
neighbor: ['3.40', '81.29', '15.31']
consulting: ['96.64', '2.50', '0.85']
crafts: ['96.48', '0.02', '3.50']
visible: ['90.94', '1.56', '7.49']
robust: ['92.61', '7.30', '0.09']
put: ['99.98', '0.02', '0.00']
review: ['38.44', '61.54', '0.01']
economic: ['0.23', '16.44', '83.33']
saint: ['0.29', '99.65', '0.06']
baking: ['24.35', '74.90', '0.75']
models: ['0.11', '99.89', '0.00']
reads: ['99.57', '0.03', '0.40']
